RTO_iter	profit_unmodified	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	profit_eps	Fb_profit_lam	Tr_profit_lam	$residue
0								2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	0.000000e+00	0.000000e+00	0.000000e+00	
1	-1.792546e+02	-1.792546e+02	1.456398e-01	3.793878e-01	2.781069e-01	1.101474e-01	8.671814e-02	4.378000e+07	1.021376e+14	7.719802e+03	1.307734e+04	-4.903506e-04	6.386151e-01	1.849983e-02	2.683651e+03
2	-1.733969e+02	-1.731736e+02	1.535415e-01	4.200451e-01	2.578966e-01	1.091641e-01	5.935273e-02	4.378000e+07	8.220285e+13	7.735173e+03	1.303253e+04	-1.836533e-04	2.610188e-01	7.939960e-03	5.561503e+02
3	-1.818944e+02	-1.818365e+02	1.416498e-01	4.183063e-01	2.639396e-01	1.099025e-01	6.620187e-02	4.378010e+07	5.651863e+13	7.746256e+03	1.292130e+04	-3.525088e-05	5.289017e-02	1.673194e-03	9.093893e+01
4	-1.861556e+02	-1.861475e+02	1.339571e-01	4.174728e-01	2.675730e-01	1.101812e-01	7.081582e-02	6.720971e+07	4.786646e+13	7.901159e+03	1.286541e+04	-9.165447e-06	1.421997e-02	4.646922e-04	5.064003e+01
5	-1.884702e+02	-1.884683e+02	1.268799e-01	4.164980e-01	2.708175e-01	1.102108e-01	7.559386e-02	1.035720e+08	4.883083e+13	8.057723e+03	1.287510e+04	-1.008383e-05	1.616290e-02	5.373588e-04	3.124520e+01
6	-1.897265e+02	-1.897247e+02	1.214207e-01	4.163481e-01	2.730123e-01	1.101498e-01	7.906908e-02	1.343979e+08	4.871533e+13	8.154100e+03	1.287857e+04	-9.127626e-06	1.506500e-02	5.059317e-04	1.812297e+01
7	-1.903819e+02	-1.903807e+02	1.176173e-01	4.166398e-01	2.743539e-01	1.100709e-01	8.131820e-02	1.589713e+08	4.796720e+13	8.217169e+03	1.287699e+04	-7.374500e-06	1.245084e-02	4.211581e-04	9.875056e+00
8	-1.907152e+02	-1.907144e+02	1.149243e-01	4.169284e-01	2.752557e-01	1.099959e-01	8.289573e-02	1.778322e+08	4.694862e+13	8.259739e+03	1.287245e+04	-5.491357e-06	9.428485e-03	3.206905e-04	5.035479e+00
9	-1.908785e+02	-1.908781e+02	1.129949e-01	4.171345e-01	2.758940e-01	1.099321e-01	8.404455e-02	1.919578e+08	4.589426e+13	8.288995e+03	1.286670e+04	-3.798157e-06	6.602357e-03	2.254971e-04	2.390206e+00
10	-1.909537e+02	-1.909535e+02	1.116003e-01	4.172672e-01	2.763575e-01	1.098806e-01	8.489435e-02	2.023826e+08	4.493075e+13	8.309361e+03	1.286087e+04	-2.402486e-06	4.215205e-03	1.443508e-04	1.056898e+00
11	-1.909844e+02	-1.909843e+02	1.105860e-01	4.173495e-01	2.766980e-01	1.098402e-01	8.552633e-02	2.100167e+08	4.411068e+13	8.323688e+03	1.285557e+04	-1.305643e-06	2.308342e-03	7.908287e-05	4.579480e-01
12	-1.909934e+02	-1.909934e+02	1.098448e-01	4.174001e-01	2.769493e-01	1.098091e-01	8.599674e-02	2.155891e+08	4.344320e+13	8.333859e+03	1.285106e+04	-4.667717e-07	8.334163e-04	2.833100e-05	2.444101e-01
13	-1.909926e+02	-1.909926e+02	1.093016e-01	4.174314e-01	2.771351e-01	1.097854e-01	8.634654e-02	2.196544e+08	4.291572e+13	8.341135e+03	1.284737e+04	1.648463e-07	-2.860254e-04	-1.034629e-05	2.182934e-01
14	-1.909880e+02	-1.909880e+02	1.089026e-01	4.174511e-01	2.772725e-01	1.097675e-01	8.660629e-02	2.226227e+08	4.250713e+13	8.346376e+03	1.284445e+04	6.361778e-07	-1.126204e-03	-3.946575e-05	2.731808e-01
15	-1.909823e+02	-1.909823e+02	1.086091e-01	4.174638e-01	2.773741e-01	1.097541e-01	8.679890e-02	2.247932e+08	4.219500e+13	8.350170e+03	1.284218e+04	9.861187e-07	-1.752609e-03	-6.122774e-05	3.549904e-01
16	-1.909769e+02	-1.909769e+02	1.083931e-01	4.174722e-01	2.774491e-01	1.097440e-01	8.694154e-02	2.263830e+08	4.195888e+13	8.352930e+03	1.284045e+04	1.245196e-06	-2.217785e-03	-7.741749e-05	4.381823e-01
17	-1.909723e+02	-1.909723e+02	1.082339e-01	4.174779e-01	2.775046e-01	1.097366e-01	8.704708e-02	2.275491e+08	4.178147e+13	8.354944e+03	1.283913e+04	1.436704e-06	-2.562409e-03	-8.942780e-05	5.121166e-01
18	-1.909685e+02	-1.909685e+02	1.081165e-01	4.174818e-01	2.775455e-01	1.097310e-01	8.712511e-02	2.284055e+08	4.164883e+13	8.356418e+03	1.283814e+04	1.578144e-06	-2.817356e-03	-9.832175e-05	5.735479e-01
19	-1.909655e+02	-1.909655e+02	1.080300e-01	4.174846e-01	2.775757e-01	1.097269e-01	8.718277e-02	2.290353e+08	4.155002e+13	8.357499e+03	1.283740e+04	1.682558e-06	-3.005793e-03	-1.049004e-04	6.226374e-01
20	-1.909632e+02	-1.909632e+02	1.079662e-01	4.174865e-01	2.775980e-01	1.097239e-01	8.722537e-02	2.294987e+08	4.147660e+13	8.358293e+03	1.283684e+04	1.759622e-06	-3.144995e-03	-1.097629e-04	6.609136e-01
