RTO_iter	Fb	Tr
0	4.000000e+00	7.500000e+01
1	4.629142e+00	8.083620e+01
2	4.936788e+00	8.466940e+01
3	5.085098e+00	8.707732e+01
4	5.137798e+00	8.834119e+01
5	5.158026e+00	8.903982e+01
6	5.166299e+00	8.943619e+01
7	5.169900e+00	8.966431e+01
8	5.171566e+00	8.979669e+01
9	5.172384e+00	8.987388e+01
10	5.172805e+00	8.991902e+01
11	5.173032e+00	8.994547e+01
12	5.173157e+00	8.996097e+01
13	5.173228e+00	8.997008e+01
14	5.173268e+00	8.997542e+01
15	5.173292e+00	8.997856e+01
16	5.173305e+00	8.998040e+01
17	5.173313e+00	8.998148e+01
18	5.173318e+00	8.998212e+01
19	5.173321e+00	8.998249e+01
20	5.173322e+00	8.998271e+01
