RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.753768e+02	1.297200e-01	3.716699e-01	2.766806e-01	1.094083e-01	8.679602e-02
3	-1.841863e+02	1.154851e-01	3.713905e-01	2.845276e-01	1.100467e-01	9.665136e-02
4	-1.880028e+02	1.056492e-01	3.753428e-01	2.878808e-01	1.100823e-01	1.015742e-01
5	-1.896719e+02	9.929166e-02	3.792043e-01	2.893882e-01	1.099672e-01	1.041806e-01
6	-1.903921e+02	9.528117e-02	3.821576e-01	2.900784e-01	1.098395e-01	1.055989e-01
7	-1.907031e+02	9.277583e-02	3.842294e-01	2.903970e-01	1.097374e-01	1.063833e-01
8	-1.908399e+02	9.121701e-02	3.856192e-01	2.905462e-01	1.096648e-01	1.068250e-01
9	-1.909022e+02	9.024861e-02	3.865263e-01	2.906179e-01	1.096160e-01	1.070787e-01
10	-1.909319e+02	8.964730e-02	3.871081e-01	2.906536e-01	1.095843e-01	1.072274e-01
11	-1.909468e+02	8.927397e-02	3.874770e-01	2.906721e-01	1.095641e-01	1.073159e-01
12	-1.909547e+02	8.904219e-02	3.877091e-01	2.906822e-01	1.095513e-01	1.073694e-01
13	-1.909590e+02	8.889827e-02	3.878545e-01	2.906878e-01	1.095433e-01	1.074019e-01
14	-1.909616e+02	8.880891e-02	3.879453e-01	2.906911e-01	1.095383e-01	1.074219e-01
15	-1.909630e+02	8.875342e-02	3.880018e-01	2.906931e-01	1.095351e-01	1.074342e-01
16	-1.909639e+02	8.871897e-02	3.880370e-01	2.906943e-01	1.095332e-01	1.074418e-01
17	-1.909645e+02	8.869757e-02	3.880589e-01	2.906950e-01	1.095320e-01	1.074465e-01
18	-1.909648e+02	8.868429e-02	3.880725e-01	2.906954e-01	1.095312e-01	1.074495e-01
19	-1.909650e+02	8.867603e-02	3.880809e-01	2.906957e-01	1.095308e-01	1.074513e-01
20	-1.909651e+02	8.867091e-02	3.880862e-01	2.906959e-01	1.095305e-01	1.074524e-01
