RTO_iter	Fb	Tr
0	4.000000e+00	7.500000e+01
1	4.628945e+00	8.098820e+01
2	4.936323e+00	8.490603e+01
3	5.071485e+00	8.721416e+01
4	5.122207e+00	8.845948e+01
5	5.142970e+00	8.916357e+01
6	5.152096e+00	8.957092e+01
7	5.156379e+00	8.980957e+01
8	5.158512e+00	8.995040e+01
9	5.159630e+00	9.003385e+01
10	5.160239e+00	9.008343e+01
11	5.160581e+00	9.011293e+01
12	5.160777e+00	9.013050e+01
13	5.160891e+00	9.014097e+01
14	5.160958e+00	9.014721e+01
15	5.160998e+00	9.015094e+01
16	5.161021e+00	9.015315e+01
17	5.161035e+00	9.015448e+01
18	5.161043e+00	9.015527e+01
19	5.161048e+00	9.015574e+01
20	5.161051e+00	9.015602e+01
