RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.754642e+02	1.301743e-01	3.698986e-01	2.772237e-01	1.094584e-01	8.746044e-02
3	-1.838103e+02	1.168120e-01	3.684414e-01	2.851085e-01	1.100883e-01	9.739794e-02
4	-1.874306e+02	1.077129e-01	3.718621e-01	2.883247e-01	1.101420e-01	1.020611e-01
5	-1.891013e+02	1.018971e-01	3.754484e-01	2.897002e-01	1.100589e-01	1.043735e-01
6	-1.898944e+02	9.826070e-02	3.782135e-01	2.903067e-01	1.099626e-01	1.055722e-01
7	-1.902849e+02	9.600343e-02	3.801431e-01	2.905806e-01	1.098853e-01	1.062149e-01
8	-1.904860e+02	9.460514e-02	3.814275e-01	2.907077e-01	1.098305e-01	1.065700e-01
9	-1.905944e+02	9.373916e-02	3.822602e-01	2.907688e-01	1.097938e-01	1.067719e-01
10	-1.906552e+02	9.320268e-02	3.827912e-01	2.907996e-01	1.097700e-01	1.068894e-01
11	-1.906904e+02	9.287020e-02	3.831266e-01	2.908157e-01	1.097548e-01	1.069592e-01
12	-1.907113e+02	9.266409e-02	3.833369e-01	2.908246e-01	1.097452e-01	1.070012e-01
13	-1.907238e+02	9.253628e-02	3.834683e-01	2.908296e-01	1.097392e-01	1.070267e-01
14	-1.907315e+02	9.245702e-02	3.835502e-01	2.908325e-01	1.097355e-01	1.070424e-01
15	-1.907362e+02	9.240786e-02	3.836012e-01	2.908343e-01	1.097331e-01	1.070520e-01
16	-1.907391e+02	9.237736e-02	3.836328e-01	2.908354e-01	1.097317e-01	1.070580e-01
17	-1.907409e+02	9.235845e-02	3.836525e-01	2.908360e-01	1.097308e-01	1.070617e-01
18	-1.907420e+02	9.234671e-02	3.836647e-01	2.908364e-01	1.097302e-01	1.070639e-01
19	-1.907427e+02	9.233944e-02	3.836722e-01	2.908366e-01	1.097299e-01	1.070653e-01
20	-1.907431e+02	9.233492e-02	3.836769e-01	2.908368e-01	1.097297e-01	1.070662e-01
