RTO_iter	profit	XFr_A_unmodified	XFr_A	XFr_B_unmodified	XFr_B	XFr_E_unmodified	XFr_E	XFr_P_unmodified	XFr_P	XFr_G_unmodified	XFr_G	Ka1	Ka2	Kb1	Kb2	XFr_A_eps	Fb_XFr_A_lam	Tr_XFr_A_lam	XFr_B_eps	Fb_XFr_B_lam	Tr_XFr_B_lam	XFr_E_eps	Fb_XFr_E_lam	Tr_XFr_E_lam	XFr_P_eps	Fb_XFr_P_lam	Tr_XFr_P_lam	XFr_G_eps	Fb_XFr_G_lam	Tr_XFr_G_lam
0												2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1	-1.792546e+02	1.456398e-01	1.456398e-01	3.793878e-01	3.793878e-01	2.781069e-01	2.781069e-01	1.101474e-01	1.101474e-01	8.671814e-02	8.671814e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.421395e-03	8.769163e-03	4.458975e-04	1.184780e-02	1.436698e-02	-8.371118e-05	-2.085280e-02	-1.119564e-02	1.059217e-03	-3.752846e-03	-4.747909e-03	9.584276e-04	-2.002067e-02	-2.549731e-03	-1.286457e-03
2	-1.783126e+02	1.136096e-01	1.202533e-01	3.674026e-01	3.826469e-01	2.942173e-01	2.770160e-01	1.082777e-01	1.093001e-01	1.164928e-01	8.762375e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	6.685378e-03	7.237315e-03	4.104895e-04	1.533450e-02	1.228157e-02	-1.090439e-04	-1.729825e-02	-1.008851e-02	1.039067e-03	1.161271e-03	-4.538495e-03	1.004157e-03	-2.943118e-02	-1.517274e-03	-1.453871e-03
3	-1.875895e+02	9.433445e-02	1.042154e-01	3.652918e-01	3.828319e-01	3.006854e-01	2.853669e-01	1.056698e-01	1.098650e-01	1.340186e-01	9.845545e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	9.917253e-03	5.985298e-03	3.478912e-04	1.758554e-02	1.051207e-02	-1.687184e-04	-1.533658e-02	-9.053545e-03	1.033219e-03	4.243635e-03	-4.410708e-03	1.000147e-03	-3.573577e-02	-3.481935e-04	-1.450612e-03
4	-1.899216e+02	8.479003e-02	9.618791e-02	3.660044e-01	3.845691e-01	3.029007e-01	2.885670e-01	1.040231e-01	1.097883e-01	1.422818e-01	1.034857e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.147632e-02	5.269115e-03	3.035131e-04	1.865384e-02	9.484809e-03	-2.130928e-04	-1.435503e-02	-8.431388e-03	1.033212e-03	5.797428e-03	-4.342999e-03	9.880317e-04	-3.892483e-02	3.819151e-04	-1.414277e-03
5	-1.905497e+02	8.049657e-02	9.260143e-02	3.670120e-01	3.860778e-01	3.035830e-01	2.896612e-01	1.032331e-01	1.096855e-01	1.456753e-01	1.054353e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.216572e-02	4.919719e-03	2.804193e-04	1.913622e-02	8.980426e-03	-2.368317e-04	-1.394100e-02	-8.121414e-03	1.034502e-03	6.472373e-03	-4.311093e-03	9.806544e-04	-4.032862e-02	7.511569e-04	-1.390210e-03
6	-1.907697e+02	7.859636e-02	9.103409e-02	3.677580e-01	3.870834e-01	3.037709e-01	2.899954e-01	1.028908e-01	1.096281e-01	1.469840e-01	1.061088e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.247176e-02	4.755754e-03	2.695823e-04	1.936568e-02	8.743169e-03	-2.482592e-04	-1.378785e-02	-7.974830e-03	1.035683e-03	6.747297e-03	-4.296926e-03	9.772732e-04	-4.092367e-02	9.285331e-04	-1.378295e-03
7	-1.908569e+02	7.774279e-02	9.033711e-02	3.682294e-01	3.876890e-01	3.038085e-01	2.900779e-01	1.027467e-01	1.095989e-01	1.474727e-01	1.063202e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.261149e-02	4.678292e-03	2.646053e-04	1.948028e-02	8.631018e-03	-2.536438e-04	-1.373758e-02	-7.905452e-03	1.036498e-03	6.856780e-03	-4.290719e-03	9.758637e-04	-4.117671e-02	1.013981e-03	-1.372844e-03
8	-1.908930e+02	7.734983e-02	9.001862e-02	3.685082e-01	3.880371e-01	3.038056e-01	2.900855e-01	1.026860e-01	1.095841e-01	1.476504e-01	1.063759e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.267725e-02	4.640963e-03	2.622987e-04	1.953920e-02	8.576980e-03	-2.562028e-04	-1.372389e-02	-7.872034e-03	1.037003e-03	6.900175e-03	-4.287973e-03	9.752952e-04	-4.128636e-02	1.055868e-03	-1.370381e-03
9	-1.909085e+02	7.716402e-02	8.986891e-02	3.686676e-01	3.882323e-01	3.037954e-01	2.900756e-01	1.026600e-01	1.095765e-01	1.477131e-01	1.063838e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.270907e-02	4.622579e-03	2.612080e-04	1.956998e-02	8.550378e-03	-2.574416e-04	-1.372182e-02	-7.855597e-03	1.037299e-03	6.917449e-03	-4.286732e-03	9.750679e-04	-4.133508e-02	1.076800e-03	-1.369255e-03
