RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	$residue
0							2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	
1	-1.792546e+02	1.456398e-01	3.793878e-01	2.781069e-01	1.101474e-01	8.671814e-02	1.094500e+09	8.620000e+12	8.719187e+03	1.199039e+04	6.440896e+08
2	-1.938881e+02	1.148439e-01	4.093830e-01	2.787199e-01	1.105133e-01	8.653995e-02	1.094500e+09	8.620000e+12	8.768388e+03	1.205348e+04	3.389727e+08
3	-1.959399e+02	1.004419e-01	4.201988e-01	2.797363e-01	1.099907e-01	8.963228e-02	9.301408e+08	8.620000e+12	8.737579e+03	1.208917e+04	2.290838e+08
4	-1.960793e+02	9.360873e-02	4.233475e-01	2.809464e-01	1.096610e-01	9.243643e-02	7.741431e+08	8.620000e+12	8.685469e+03	1.210826e+04	1.839738e+08
5	-1.962717e+02	9.048856e-02	4.235590e-01	2.820162e-01	1.095440e-01	9.439223e-02	7.304942e+08	8.620000e+12	8.671026e+03	1.211762e+04	1.644181e+08
6	-1.966397e+02	8.875908e-02	4.229341e-01	2.829401e-01	1.095218e-01	9.584489e-02	7.162228e+08	8.620000e+12	8.667240e+03	1.212258e+04	1.546348e+08
7	-1.969019e+02	8.777731e-02	4.223197e-01	2.835767e-01	1.095194e-01	9.680694e-02	7.112731e+08	8.620000e+12	8.666550e+03	1.212533e+04	1.493650e+08
8	-1.970669e+02	8.720970e-02	4.218689e-01	2.839853e-01	1.095210e-01	9.741505e-02	7.095149e+08	8.620000e+12	8.666677e+03	1.212689e+04	1.464064e+08
9	-1.971675e+02	8.687763e-02	4.215696e-01	2.842395e-01	1.095229e-01	9.779037e-02	7.088858e+08	8.620000e+12	8.666944e+03	1.212779e+04	1.447047e+08
10	-1.972282e+02	8.668191e-02	4.213799e-01	2.843949e-01	1.095245e-01	9.801891e-02	7.086614e+08	8.620000e+12	8.667172e+03	1.212832e+04	1.437118e+08
11	-1.972646e+02	8.656602e-02	4.212625e-01	2.844890e-01	1.095255e-01	9.815698e-02	7.085826e+08	8.620000e+12	8.667334e+03	1.212863e+04	1.431275e+08
12	-1.972865e+02	8.649721e-02	4.211910e-01	2.845457e-01	1.095262e-01	9.823999e-02	7.085557e+08	8.620000e+12	8.667439e+03	1.212882e+04	1.427818e+08
13	-1.972996e+02	8.645628e-02	4.211477e-01	2.845797e-01	1.095266e-01	9.828975e-02	7.085472e+08	8.620000e+12	8.667505e+03	1.212892e+04	1.425766e+08
14	-1.973074e+02	8.643191e-02	4.211217e-01	2.846000e-01	1.095268e-01	9.831952e-02	7.085448e+08	8.620000e+12	8.667546e+03	1.212899e+04	1.424546e+08
15	-1.973121e+02	8.641739e-02	4.211061e-01	2.846122e-01	1.095270e-01	9.833732e-02	7.085445e+08	8.620000e+12	8.667571e+03	1.212903e+04	1.423819e+08
16	-1.973148e+02	8.640873e-02	4.210968e-01	2.846195e-01	1.095271e-01	9.834794e-02	7.085446e+08	8.620000e+12	8.667585e+03	1.212905e+04	1.423386e+08
17	-1.973165e+02	8.640357e-02	4.210912e-01	2.846238e-01	1.095271e-01	9.835429e-02	7.085449e+08	8.620000e+12	8.667594e+03	1.212907e+04	1.423128e+08
18	-1.973175e+02	8.640049e-02	4.210878e-01	2.846264e-01	1.095272e-01	9.835807e-02	7.085451e+08	8.620000e+12	8.667600e+03	1.212907e+04	1.422974e+08
19	-1.973181e+02	8.639866e-02	4.210859e-01	2.846280e-01	1.095272e-01	9.836033e-02	7.085452e+08	8.620000e+12	8.667603e+03	1.212908e+04	1.422883e+08
20	-1.973185e+02	8.639756e-02	4.210847e-01	2.846289e-01	1.095272e-01	9.836168e-02	7.085453e+08	8.620000e+12	8.667605e+03	1.212908e+04	1.422828e+08
