RTO_iter	Fb	Tr
0	4.000000e+00	7.500000e+01
1	4.095522e+00	8.240339e+01
2	4.426107e+00	8.589066e+01
3	4.582286e+00	8.770684e+01
4	4.660663e+00	8.852402e+01
5	4.696154e+00	8.888468e+01
6	4.711858e+00	8.904110e+01
7	4.718696e+00	8.910872e+01
8	4.721657e+00	8.913790e+01
9	4.722935e+00	8.915048e+01
10	4.723487e+00	8.915590e+01
11	4.723725e+00	8.915824e+01
12	4.723827e+00	8.915924e+01
13	4.723871e+00	8.915968e+01
14	4.723890e+00	8.915987e+01
15	4.723898e+00	8.915995e+01
16	4.723902e+00	8.915998e+01
17	4.723903e+00	8.916000e+01
18	4.723904e+00	8.916000e+01
19	4.723904e+00	8.916000e+01
20	4.723904e+00	8.916001e+01
