RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.818701e+02	1.216817e-01	3.619201e-01	2.853559e-01	1.101040e-01	9.772195e-02
3	-1.885196e+02	1.040336e-01	3.751953e-01	2.887512e-01	1.100810e-01	1.028839e-01
4	-1.902695e+02	9.610971e-02	3.807508e-01	2.902741e-01	1.098801e-01	1.057708e-01
5	-1.907227e+02	9.257684e-02	3.839363e-01	2.906141e-01	1.097347e-01	1.067170e-01
6	-1.908516e+02	9.104082e-02	3.854147e-01	2.907146e-01	1.096609e-01	1.070891e-01
7	-1.908940e+02	9.037673e-02	3.860808e-01	2.907451e-01	1.096269e-01	1.072371e-01
8	-1.909097e+02	9.009023e-02	3.863726e-01	2.907562e-01	1.096118e-01	1.072990e-01
9	-1.909160e+02	8.996671e-02	3.864994e-01	2.907605e-01	1.096052e-01	1.073252e-01
10	-1.909186e+02	8.991347e-02	3.865542e-01	2.907623e-01	1.096023e-01	1.073364e-01
11	-1.909197e+02	8.989052e-02	3.865778e-01	2.907630e-01	1.096011e-01	1.073413e-01
12	-1.909202e+02	8.988064e-02	3.865880e-01	2.907634e-01	1.096006e-01	1.073433e-01
13	-1.909204e+02	8.987638e-02	3.865924e-01	2.907635e-01	1.096003e-01	1.073442e-01
14	-1.909205e+02	8.987454e-02	3.865943e-01	2.907635e-01	1.096002e-01	1.073446e-01
15	-1.909205e+02	8.987375e-02	3.865951e-01	2.907636e-01	1.096002e-01	1.073448e-01
16	-1.909206e+02	8.987341e-02	3.865955e-01	2.907636e-01	1.096002e-01	1.073448e-01
17	-1.909206e+02	8.987326e-02	3.865956e-01	2.907636e-01	1.096002e-01	1.073449e-01
18	-1.909206e+02	8.987320e-02	3.865957e-01	2.907636e-01	1.096002e-01	1.073449e-01
19	-1.909206e+02	8.987317e-02	3.865957e-01	2.907636e-01	1.096002e-01	1.073449e-01
20	-1.909206e+02	8.987316e-02	3.865957e-01	2.907636e-01	1.096002e-01	1.073449e-01
