RTO_iter	profit_unmodified	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	profit_eps	Fb_profit_lam	Tr_profit_lam	$residue
0								2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	0.000000e+00	0.000000e+00	0.000000e+00	
1	-1.792546e+02	-1.792546e+02	1.456398e-01	3.793878e-01	2.781069e-01	1.101474e-01	8.671814e-02	2.166167e+08	4.326810e+13	8.248195e+03	1.270848e+04	-1.965881e-02	6.436616e+00	1.940367e-01	5.128116e+00
2	-1.761040e+02	-1.736737e+02	1.464795e-01	4.116595e-01	2.642364e-01	1.093649e-01	6.825971e-02	2.159086e+08	4.334064e+13	8.264865e+03	1.273924e+04	-2.502747e-02	8.363817e+00	2.560822e-01	4.579791e-01
3	-1.830935e+02	-1.817827e+02	1.372363e-01	4.071860e-01	2.702515e-01	1.100255e-01	7.530076e-02	2.164915e+08	4.326685e+13	8.279309e+03	1.276068e+04	-2.070831e-02	6.772322e+00	2.021875e-01	3.154250e-01
4	-1.863433e+02	-1.854752e+02	1.305110e-01	4.062931e-01	2.734450e-01	1.102083e-01	7.954268e-02	2.177286e+08	4.310744e+13	8.314560e+03	1.281421e+04	-1.179035e-02	3.364452e+00	8.748922e-02	1.445332e+00
5	-1.896157e+02	-1.890362e+02	1.247268e-01	4.117636e-01	2.736733e-01	1.103368e-01	7.949961e-02	2.175757e+08	4.313314e+13	8.297907e+03	1.278608e+04	-1.285440e-02	3.788527e+00	1.027729e-01	2.360463e-02
6	-1.891675e+02	-1.889457e+02	1.190298e-01	4.086141e-01	2.770056e-01	1.100789e-01	8.527158e-02	2.149840e+08	4.347410e+13	8.292222e+03	1.278983e+04	-2.827355e-02	1.012035e+01	3.282552e-01	5.041235e+00
7	-1.902080e+02	-1.915302e+02	1.235814e-01	4.019737e-01	2.781785e-01	1.105007e-01	8.576575e-02	2.161788e+08	4.331573e+13	8.284103e+03	1.277215e+04	-2.092441e-02	7.270201e+00	2.232737e-01	1.029984e+00
8	-1.898729e+02	-1.898804e+02	1.222977e-01	4.006940e-01	2.791380e-01	1.104183e-01	8.745203e-02	2.161470e+08	4.331250e+13	8.307464e+03	1.280878e+04	-2.095766e-02	7.288177e+00	2.235615e-01	1.743416e-03
9	-1.900229e+02	-1.899183e+02	1.240733e-01	4.036854e-01	2.772751e-01	1.104732e-01	8.449294e-02	2.188103e+08	4.295843e+13	8.330567e+03	1.283306e+04	-3.433810e-03	4.355613e-01	-1.805884e-02	5.890721e+00
10	-1.900518e+02	-1.900102e+02	1.176465e-01	4.121109e-01	2.761693e-01	1.100903e-01	8.398295e-02	2.200596e+08	4.278849e+13	8.341287e+03	1.284591e+04	4.183918e-03	-2.772584e+00	-1.298769e-01	1.287920e+00
11	-1.911354e+02	-1.917241e+02	1.107130e-01	4.187709e-01	2.760829e-01	1.098455e-01	8.458776e-02	2.182747e+08	4.303279e+13	8.333080e+03	1.284024e+04	-5.603378e-03	1.664277e+00	2.499507e-02	2.464326e+00
12	-1.914303e+02	-1.914796e+02	1.105862e-01	4.157299e-01	2.774097e-01	1.099201e-01	8.635412e-02	2.179096e+08	4.307586e+13	8.349925e+03	1.286621e+04	-7.541769e-03	2.537427e+00	5.479915e-02	9.584942e-02
13	-1.905028e+02	-1.905858e+02	1.130451e-01	4.156205e-01	2.764588e-01	1.099063e-01	8.496933e-02	2.177025e+08	4.310413e+13	8.348499e+03	1.286455e+04	-8.714217e-03	3.053024e+00	7.293503e-02	3.333734e-02
14	-1.903576e+02	-1.904547e+02	1.135192e-01	4.130569e-01	2.773236e-01	1.099425e-01	8.615787e-02	2.186830e+08	4.297123e+13	8.342470e+03	1.285321e+04	-3.220876e-03	6.722555e-01	-1.226197e-02	7.136980e-01
15	-1.914452e+02	-1.914210e+02	1.108586e-01	4.137099e-01	2.781419e-01	1.099616e-01	8.732792e-02	2.197574e+08	4.282092e+13	8.352990e+03	1.286367e+04	2.886281e-03	-2.028394e+00	-1.074651e-01	9.151695e-01
16	-1.904262e+02	-1.906483e+02	1.082234e-01	4.187279e-01	2.769387e-01	1.096490e-01	8.646097e-02	2.207829e+08	4.267709e+13	8.361396e+03	1.287277e+04	8.531739e-03	-4.629107e+00	-1.977487e-01	8.457388e-01
17	-1.902487e+02	-1.908608e+02	1.044254e-01	4.239229e-01	2.761762e-01	1.093944e-01	8.608110e-02	2.176822e+08	4.312405e+13	8.327194e+03	1.283615e+04	-6.906486e-03	2.838856e+00	6.883039e-02	7.021127e+00
18	-1.930316e+02	-1.934486e+02	1.066528e-01	4.146561e-01	2.794542e-01	1.099723e-01	8.926460e-02	2.198282e+08	4.282134e+13	8.339403e+03	1.284269e+04	4.698978e-03	-2.461131e+00	-1.187862e-01	3.527755e+00
19	-1.904528e+02	-1.906144e+02	1.057313e-01	4.196632e-01	2.774692e-01	1.095338e-01	8.760249e-02	2.210210e+08	4.265139e+13	8.363840e+03	1.287553e+04	1.130760e-02	-5.571901e+00	-2.248738e-01	1.206639e+00
20	-1.899625e+02	-1.907389e+02	1.034682e-01	4.270395e-01	2.752173e-01	1.092755e-01	8.499951e-02	2.211939e+08	4.262810e+13	8.361638e+03	1.287112e+04	1.217483e-02	-6.002362e+00	-2.395056e-01	2.308320e-02
